price,carat,cut,color,clarity,depth,table,x,y,z,ratio_length_width,carat_log,shape
536,0.34,2,3,2,61.2,54.0,4.53,4.56,2.78,0.9934210526315791,-1.0788096613719298,6
536,0.3,0,6,1,64.6,54.0,4.29,4.25,2.76,1.0094117647058825,-1.2039728043259361,6
536,0.23,4,3,6,60.8,57.0,3.96,3.99,2.41,0.9924812030075187,-1.4696759700589417,3
536,0.31,4,1,6,61.2,55.6,4.33,4.38,2.67,0.9885844748858448,-1.171182981502945,7
536,0.34,3,0,3,62.3,60.0,4.49,4.46,2.79,1.0067264573991033,-1.0788096613719298,6
536,0.23,4,3,7,62.8,55.0,3.93,3.96,2.48,0.9924242424242424,-1.4696759700589417,6
536,0.33,1,4,2,61.8,62.0,4.4,4.45,2.74,0.9887640449438203,-1.1086626245216111,6
536,0.3,2,3,2,63.2,55.0,4.29,4.26,2.7,1.0070422535211268,-1.2039728043259361,6
536,0.23,4,3,7,61.8,56.0,3.92,3.94,2.43,0.9949238578680203,-1.4696759700589417,7
537,0.31,3,1,2,59.6,58.0,4.44,4.39,2.63,1.0113895216400912,-1.171182981502945,3
537,0.34,3,2,3,61.7,60.0,4.47,4.51,2.77,0.991130820399113,-1.0788096613719298,6
537,0.27,4,5,3,60.8,56.0,4.25,4.23,2.58,1.0047281323877069,-1.3093333199837622,7
537,0.36,3,6,1,61.5,60.0,4.54,4.6,2.81,0.9869565217391305,-1.0216512475319814,6
537,0.34,3,2,3,61.3,60.0,4.47,4.53,2.76,0.9867549668874172,-1.0788096613719298,6
537,0.31,3,6,2,58.5,59.0,4.49,4.44,2.61,1.0112612612612613,-1.171182981502945,3
537,0.36,2,3,2,61.8,60.0,4.53,4.57,2.81,0.9912472647702407,-1.0216512475319814,6
537,0.31,3,1,2,62.8,60.0,4.31,4.29,2.7,1.0046620046620045,-1.171182981502945,6
537,0.34,3,2,3,60.2,60.0,4.51,4.56,2.73,0.9890350877192983,-1.0788096613719298,3
537,0.36,3,6,1,60.0,58.0,4.58,4.62,2.76,0.9913419913419913,-1.0216512475319814,3
537,0.34,2,2,3,61.9,56.0,4.46,4.49,2.77,0.9933184855233852,-1.0788096613719298,7
537,0.36,4,3,2,62.7,55.0,4.54,4.59,2.86,0.9891067538126362,-1.0216512475319814,6
537,0.31,4,1,2,62.2,56.0,4.37,4.34,2.71,1.0069124423963134,-1.171182981502945,7
537,0.37,4,1,3,61.5,56.0,4.6,4.63,2.84,0.9935205183585313,-0.9942522733438669,7
537,0.34,3,2,3,61.1,58.0,4.47,4.5,2.74,0.9933333333333333,-1.0788096613719298,6
537,0.34,3,2,3,59.0,59.0,4.55,4.61,2.7,0.9869848156182212,-1.0788096613719298,3
537,0.34,1,2,3,63.7,57.0,4.42,4.44,2.82,0.9954954954954954,-1.0788096613719298,6
537,0.23,1,3,5,63.8,56.0,3.94,3.9,2.5,1.0102564102564102,-1.4696759700589417,6
537,0.34,1,2,3,63.2,55.0,4.46,4.5,2.83,0.991111111111111,-1.0788096613719298,6
537,0.37,2,2,3,61.2,54.0,4.62,4.7,2.85,0.9829787234042553,-0.9942522733438669,6
537,0.34,4,1,4,62.4,55.0,4.47,4.51,2.8,0.991130820399113,-1.0788096613719298,7
537,0.34,1,2,3,63.3,56.0,4.39,4.45,2.8,0.9865168539325841,-1.0788096613719298,6
537,0.36,3,6,1,61.2,59.0,4.56,4.59,2.8,0.9934640522875816,-1.0216512475319814,6
537,0.34,4,2,3,61.5,54.0,4.5,4.54,2.78,0.9911894273127754,-1.0788096613719298,6
537,0.36,2,3,2,62.0,59.0,4.53,4.56,2.82,0.9934210526315791,-1.0216512475319814,6
537,0.34,1,2,3,63.1,56.0,4.41,4.46,2.8,0.9887892376681615,-1.0788096613719298,6
537,0.34,4,1,4,62.6,56.0,4.44,4.47,2.79,0.993288590604027,-1.0788096613719298,6
537,0.36,2,3,2,61.2,63.0,4.56,4.59,2.8,0.9934640522875816,-1.0216512475319814,6
537,0.31,3,1,2,60.1,59.0,4.41,4.38,2.64,1.0068493150684932,-1.171182981502945,3
537,0.34,3,1,4,59.5,59.0,4.55,4.59,2.72,0.9912854030501089,-1.0788096613719298,3
537,0.34,4,2,3,61.7,57.0,4.46,4.48,2.76,0.9955357142857142,-1.0788096613719298,6
537,0.34,4,2,3,60.5,56.0,4.54,4.58,2.76,0.9912663755458515,-1.0788096613719298,7
537,0.31,4,1,2,62.5,56.0,4.35,4.29,2.7,1.013986013986014,-1.171182981502945,7
537,0.34,2,2,3,62.4,60.0,4.41,4.44,2.76,0.9932432432432432,-1.0788096613719298,6
537,0.34,3,1,4,61.0,60.0,4.48,4.51,2.74,0.993348115299335,-1.0788096613719298,3
537,0.34,4,2,3,62.6,54.0,4.45,4.5,2.8,0.9888888888888889,-1.0788096613719298,6
537,0.34,2,2,3,61.9,60.0,4.42,4.46,2.75,0.9910313901345291,-1.0788096613719298,6
538,0.24,2,4,5,61.4,57.0,4.03,4.06,2.48,0.9926108374384238,-1.4271163556401458,6
538,0.36,4,2,2,61.6,56.0,4.6,4.62,2.84,0.9956709956709956,-1.0216512475319814,7
538,0.36,4,2,2,62.3,53.0,4.57,4.61,2.86,0.9913232104121475,-1.0216512475319814,6
538,0.36,4,2,2,61.7,54.0,4.56,4.62,2.83,0.9870129870129869,-1.0216512475319814,6
539,0.3,4,2,4,62.3,55.1,4.29,4.32,2.68,0.9930555555555555,-1.2039728043259361,7
539,0.33,4,2,3,61.8,54.0,4.45,4.48,2.76,0.9933035714285714,-1.1086626245216111,6
539,0.26,2,5,6,61.8,59.0,4.11,4.14,2.55,0.992753623188406,-1.3470736479666092,6
539,0.31,1,2,4,64.0,59.0,4.25,4.28,2.73,0.9929906542056074,-1.171182981502945,6
539,0.39,4,0,2,62.6,53.0,4.68,4.71,2.94,0.9936305732484076,-0.941608539858445,6
539,0.33,4,2,3,61.1,56.0,4.5,4.54,2.76,0.9911894273127754,-1.1086626245216111,7
539,0.41,3,1,1,61.6,59.0,4.76,4.79,2.94,0.9937369519832985,-0.8915981192837836,6
539,0.33,4,2,3,60.6,56.0,4.51,4.54,2.74,0.9933920704845814,-1.1086626245216111,7
540,0.32,2,3,2,62.0,58.5,4.36,4.41,2.72,0.9886621315192744,-1.1394342831883648,6
540,0.34,4,3,2,61.9,55.0,4.5,4.52,2.79,0.9955752212389382,-1.0788096613719298,7
540,0.33,3,2,4,62.4,60.0,4.39,4.42,2.75,0.9932126696832578,-1.1086626245216111,6
540,0.3,3,5,1,61.9,58.0,4.31,4.28,2.66,1.0070093457943923,-1.2039728043259361,6
540,0.3,3,5,1,61.6,61.0,4.29,4.25,2.63,1.0094117647058825,-1.2039728043259361,6
540,0.33,1,5,2,63.1,56.0,4.42,4.45,2.8,0.9932584269662921,-1.1086626245216111,6
540,0.32,4,3,1,62.5,57.0,4.38,4.35,2.73,1.006896551724138,-1.1394342831883648,6
540,0.24,4,4,5,61.5,56.0,3.99,4.01,2.46,0.9950124688279303,-1.4271163556401458,7
540,0.32,2,3,1,63.4,55.0,4.35,4.32,2.75,1.0069444444444442,-1.1394342831883648,6
540,0.32,3,3,1,62.3,58.0,4.42,4.37,2.74,1.0114416475972539,-1.1394342831883648,6
540,0.3,1,2,2,63.7,56.0,4.22,4.2,2.68,1.0047619047619047,-1.2039728043259361,6
540,0.33,2,5,2,59.1,59.0,4.54,4.59,2.7,0.9891067538126362,-1.1086626245216111,3
540,0.3,3,2,2,61.3,61.0,4.27,4.25,2.61,1.0047058823529411,-1.2039728043259361,6
540,0.32,3,0,4,61.7,58.0,4.4,4.38,2.71,1.0045662100456623,-1.1394342831883648,6
540,0.32,3,1,2,61.1,59.0,4.42,4.38,2.69,1.0091324200913243,-1.1394342831883648,6
540,0.32,3,3,1,61.0,59.0,4.42,4.36,2.68,1.013761467889908,-1.1394342831883648,3
540,0.32,3,3,1,61.6,59.0,4.38,4.35,2.69,1.006896551724138,-1.1394342831883648,6
540,0.32,3,3,1,62.4,59.0,4.4,4.35,2.73,1.0114942528735633,-1.1394342831883648,6
540,0.35,4,0,6,62.1,53.0,4.53,4.55,2.82,0.9956043956043957,-1.0498221244986778,6
540,0.32,3,3,1,62.7,58.0,4.39,4.35,2.74,1.0091954022988505,-1.1394342831883648,6
540,0.3,4,1,6,61.8,54.0,4.32,4.35,2.68,0.9931034482758622,-1.2039728043259361,6
540,0.3,3,5,1,62.7,59.0,4.26,4.22,2.66,1.009478672985782,-1.2039728043259361,6
540,0.3,2,2,2,63.4,58.0,4.24,4.21,2.68,1.007125890736342,-1.2039728043259361,6
540,0.3,4,2,2,63.0,54.0,4.3,4.27,2.7,1.0070257611241218,-1.2039728043259361,6
540,0.3,3,2,2,61.2,60.0,4.31,4.29,2.63,1.0046620046620045,-1.2039728043259361,6
540,0.32,3,0,4,61.9,58.0,4.39,4.33,2.7,1.0138568129330252,-1.1394342831883648,6
540,0.3,3,2,2,61.3,58.0,4.33,4.29,2.64,1.0093240093240092,-1.2039728043259361,6
540,0.3,3,2,2,62.2,60.0,4.28,4.24,2.65,1.009433962264151,-1.2039728043259361,6
540,0.32,4,4,1,62.6,56.0,4.41,4.37,2.75,1.0091533180778032,-1.1394342831883648,6
540,0.3,3,2,2,62.9,56.0,4.31,4.28,2.7,1.0070093457943923,-1.2039728043259361,6
540,0.3,2,5,1,63.5,55.0,4.3,4.27,2.72,1.0070257611241218,-1.2039728043259361,6
540,0.32,1,4,1,63.8,55.0,4.35,4.34,2.77,1.0023041474654377,-1.1394342831883648,6
540,0.32,3,1,2,59.9,61.0,4.47,4.44,2.67,1.0067567567567566,-1.1394342831883648,3
540,0.3,3,2,2,61.6,62.0,4.3,4.24,2.63,1.0141509433962264,-1.2039728043259361,6
540,0.3,2,2,2,63.4,57.0,4.31,4.27,2.72,1.009367681498829,-1.2039728043259361,6
540,0.4,4,2,1,62.6,55.0,4.7,4.72,2.95,0.9957627118644069,-0.916290731874155,6
540,0.3,2,2,2,59.4,63.0,4.4,4.35,2.6,1.0114942528735633,-1.2039728043259361,3
540,0.3,4,2,2,62.9,57.0,4.29,4.26,2.69,1.0070422535211268,-1.2039728043259361,6
540,0.24,4,4,5,61.4,59.0,4.0,4.05,2.47,0.9876543209876544,-1.4271163556401458,6
540,0.33,2,2,4,59.0,62.0,4.49,4.52,2.66,0.9933628318584072,-1.1086626245216111,3
540,0.32,3,4,1,59.7,59.0,4.48,4.43,2.66,1.0112866817155757,-1.1394342831883648,3
540,0.3,2,2,2,63.4,58.0,4.29,4.26,2.71,1.0070422535211268,-1.2039728043259361,6
540,0.3,1,2,2,63.9,55.0,4.27,4.24,2.72,1.007075471698113,-1.2039728043259361,6
540,0.3,3,2,2,60.8,61.0,4.3,4.25,2.6,1.011764705882353,-1.2039728043259361,3
540,0.32,3,0,4,60.6,59.0,4.46,4.42,2.69,1.009049773755656,-1.1394342831883648,3
540,0.3,4,1,6,62.1,57.0,4.29,4.34,2.68,0.988479262672811,-1.2039728043259361,6
540,0.3,3,5,1,61.7,61.0,4.33,4.29,2.66,1.0093240093240092,-1.2039728043259361,6
541,0.36,3,0,2,61.3,60.0,4.59,4.52,2.79,1.0154867256637168,-1.0216512475319814,6
541,0.31,2,1,6,63.6,55.0,4.27,4.32,2.73,0.9884259259259257,-1.171182981502945,6
541,0.35,4,2,2,61.9,55.0,4.54,4.57,2.82,0.9934354485776805,-1.0498221244986778,7
541,0.29,2,3,5,60.2,59.0,4.27,4.3,2.58,0.9930232558139535,-1.2378743560016174,3
541,0.29,2,3,5,61.9,56.0,4.27,4.3,2.65,0.9930232558139535,-1.2378743560016174,7
541,0.29,2,3,5,61.6,56.0,4.24,4.28,2.63,0.9906542056074766,-1.2378743560016174,7
541,0.29,2,2,5,61.2,56.0,4.26,4.29,2.61,0.9930069930069929,-1.2378743560016174,7
541,0.29,2,3,5,62.2,55.0,4.24,4.27,2.64,0.9929742388758783,-1.2378743560016174,7
541,0.3,2,3,3,61.7,56.0,4.32,4.35,2.67,0.9931034482758622,-1.2039728043259361,7
541,0.31,4,6,2,62.3,55.0,4.33,4.34,2.7,0.9976958525345623,-1.171182981502945,7
541,0.3,2,2,4,61.9,55.0,4.32,4.37,2.69,0.988558352402746,-1.2039728043259361,7
541,0.3,2,3,3,62.1,56.0,4.27,4.3,2.66,0.9930232558139535,-1.2039728043259361,7
541,0.37,2,5,1,61.9,55.0,4.63,4.67,2.87,0.9914346895074947,-0.9942522733438669,7
541,0.3,2,2,4,62.3,56.0,4.29,4.32,2.68,0.9930555555555555,-1.2039728043259361,7
541,0.31,4,6,2,61.7,56.0,4.35,4.37,2.69,0.9954233409610983,-1.171182981502945,7
541,0.29,2,3,5,60.9,57.0,4.28,4.32,2.61,0.9907407407407407,-1.2378743560016174,3
542,0.31,2,3,4,62.7,54.0,4.35,4.36,2.73,0.9977064220183485,-1.171182981502945,6
542,0.31,4,3,4,62.7,57.0,4.31,4.34,2.71,0.9930875576036866,-1.171182981502945,6
542,0.3,4,2,5,61.9,56.0,4.28,4.31,2.65,0.9930394431554526,-1.2039728043259361,7
542,0.31,2,3,4,60.4,59.0,4.37,4.41,2.65,0.9909297052154195,-1.171182981502945,3
542,0.31,3,3,4,62.1,58.0,4.31,4.36,2.69,0.9885321100917429,-1.171182981502945,6
542,0.31,4,5,2,61.8,53.9,4.32,4.35,2.68,0.9931034482758622,-1.171182981502945,6
543,0.23,4,5,3,62.6,57.0,3.92,3.88,2.44,1.0103092783505154,-1.4696759700589417,6
544,0.31,1,5,2,63.4,55.0,4.32,4.33,2.74,0.9976905311778291,-1.171182981502945,6
544,0.31,1,3,3,63.4,59.0,4.29,4.32,2.73,0.9930555555555555,-1.171182981502945,6
544,0.31,3,3,3,59.2,60.0,4.42,4.47,2.63,0.9888143176733781,-1.171182981502945,3
544,0.31,3,3,3,61.5,59.0,4.33,4.35,2.67,0.9954022988505749,-1.171182981502945,6
544,0.31,2,2,4,61.5,61.0,4.31,4.34,2.66,0.9930875576036866,-1.171182981502945,6
544,0.31,1,2,4,63.1,57.0,4.31,4.34,2.73,0.9930875576036866,-1.171182981502945,6
544,0.31,2,3,3,63.0,54.0,4.33,4.37,2.74,0.9908466819221968,-1.171182981502945,6
544,0.31,2,5,2,58.3,60.0,4.48,4.51,2.62,0.993348115299335,-1.171182981502945,3
544,0.31,2,5,2,62.0,58.0,4.3,4.35,2.68,0.9885057471264368,-1.171182981502945,6
544,0.31,3,5,2,59.3,59.0,4.42,4.48,2.64,0.9866071428571428,-1.171182981502945,3
544,0.31,2,5,2,62.9,58.0,4.29,4.33,2.71,0.9907621247113164,-1.171182981502945,6
544,0.31,2,5,2,62.7,58.0,4.31,4.33,2.71,0.995381062355658,-1.171182981502945,6
544,0.31,1,5,2,63.9,56.0,4.27,4.31,2.74,0.9907192575406032,-1.171182981502945,6
544,0.31,2,3,3,62.9,57.0,4.31,4.34,2.72,0.9930875576036866,-1.171182981502945,6
544,0.31,1,5,2,63.7,57.0,4.29,4.31,2.74,0.9953596287703017,-1.171182981502945,6
544,0.31,2,5,2,59.1,59.0,4.42,4.44,2.62,0.9954954954954954,-1.171182981502945,3
544,0.31,3,3,3,59.9,59.0,4.38,4.4,2.63,0.9954545454545454,-1.171182981502945,3
544,0.31,1,5,2,63.2,59.0,4.24,4.31,2.7,0.9837587006960559,-1.171182981502945,6
544,0.31,2,2,4,61.8,61.0,4.32,4.36,2.68,0.9908256880733944,-1.171182981502945,6
544,0.31,1,2,4,63.1,58.0,4.26,4.3,2.7,0.9906976744186047,-1.171182981502945,6
544,0.31,1,5,2,63.1,57.0,4.3,4.35,2.73,0.9885057471264368,-1.171182981502945,6
544,0.31,4,2,4,62.6,55.0,4.34,4.38,2.73,0.9908675799086758,-1.171182981502945,6
544,0.27,2,6,6,61.0,61.0,4.14,4.15,2.53,0.997590361445783,-1.3093333199837622,3
544,0.31,3,5,2,59.2,60.0,4.36,4.42,2.6,0.9864253393665159,-1.171182981502945,3
544,0.31,4,2,4,62.0,54.0,4.35,4.39,2.71,0.9908883826879271,-1.171182981502945,6
544,0.31,4,3,3,61.8,57.0,4.34,4.36,2.69,0.9954128440366972,-1.171182981502945,6
544,0.31,2,5,2,63.0,57.0,4.29,4.32,2.71,0.9930555555555555,-1.171182981502945,6
544,0.31,4,3,3,62.7,57.0,4.31,4.34,2.71,0.9930875576036866,-1.171182981502945,6
544,0.31,4,3,3,61.4,57.0,4.33,4.37,2.67,0.9908466819221968,-1.171182981502945,6
544,0.31,3,2,4,62.4,58.0,4.32,4.36,2.71,0.9908256880733944,-1.171182981502945,6
544,0.31,4,2,4,62.6,55.0,4.31,4.35,2.71,0.9908045977011494,-1.171182981502945,6
544,0.32,2,3,3,62.3,55.0,4.38,4.41,2.73,0.9931972789115646,-1.1394342831883648,7
544,0.31,3,3,3,60.9,58.0,4.35,4.38,2.66,0.9931506849315068,-1.171182981502945,3
544,0.31,1,3,3,63.1,56.0,4.31,4.37,2.74,0.9862700228832951,-1.171182981502945,6
544,0.31,2,5,2,62.8,57.0,4.32,4.34,2.72,0.9953917050691246,-1.171182981502945,6
544,0.31,4,2,4,62.1,54.0,4.3,4.37,2.69,0.9839816933638443,-1.171182981502945,6
544,0.31,4,3,3,59.1,57.0,4.45,4.48,2.64,0.9933035714285714,-1.171182981502945,3
544,0.31,1,3,3,63.5,58.0,4.22,4.29,2.7,0.9836829836829836,-1.171182981502945,6
544,0.31,2,5,2,62.3,56.0,4.37,4.4,2.73,0.9931818181818182,-1.171182981502945,7
544,0.31,2,3,3,59.0,60.0,4.37,4.41,2.59,0.9909297052154195,-1.171182981502945,3
544,0.31,3,1,5,61.7,58.0,4.38,4.4,2.71,0.9954545454545454,-1.171182981502945,6
544,0.31,1,2,4,63.6,55.0,4.29,4.32,2.74,0.9930555555555555,-1.171182981502945,6
544,0.31,4,1,5,61.6,57.0,4.35,4.39,2.69,0.9908883826879271,-1.171182981502945,6
544,0.31,4,2,4,62.4,55.0,4.33,4.36,2.71,0.9931192660550459,-1.171182981502945,7
544,0.31,1,5,2,63.4,55.0,4.31,4.33,2.74,0.995381062355658,-1.171182981502945,6
544,0.31,4,3,3,62.0,57.0,4.34,4.37,2.7,0.9931350114416475,-1.171182981502945,6
544,0.28,2,5,5,62.0,56.0,4.22,4.3,2.63,0.9813953488372092,-1.2729656758128873,7
544,0.31,4,2,4,61.7,57.0,4.32,4.34,2.67,0.9953917050691246,-1.171182981502945,6
544,0.31,4,5,2,62.4,57.0,4.31,4.34,2.7,0.9930875576036866,-1.171182981502945,6
544,0.31,4,3,3,61.7,55.0,4.35,4.37,2.69,0.9954233409610983,-1.171182981502945,7
544,0.31,2,5,2,63.0,59.0,4.26,4.31,2.7,0.988399071925754,-1.171182981502945,6
544,0.31,1,2,4,63.2,57.0,4.29,4.32,2.72,0.9930555555555555,-1.171182981502945,6
544,0.31,3,3,3,62.2,59.0,4.3,4.35,2.69,0.9885057471264368,-1.171182981502945,6
544,0.31,2,3,3,61.0,56.0,4.35,4.37,2.66,0.9954233409610983,-1.171182981502945,7
544,0.31,2,1,5,61.6,59.0,4.31,4.33,2.66,0.995381062355658,-1.171182981502945,6
544,0.27,2,5,5,60.5,60.0,4.19,4.2,2.54,0.9976190476190476,-1.3093333199837622,3
544,0.31,4,2,4,61.1,57.0,4.35,4.39,2.67,0.9908883826879271,-1.171182981502945,6
544,0.31,4,1,4,61.7,55.0,4.39,4.36,2.7,1.006880733944954,-1.171182981502945,7
544,0.31,4,3,3,61.4,56.0,4.34,4.36,2.67,0.9954128440366972,-1.171182981502945,7
544,0.31,4,5,2,62.7,57.0,4.29,4.32,2.7,0.9930555555555555,-1.171182981502945,6
544,0.31,4,3,3,61.4,57.0,4.35,4.45,2.7,0.9775280898876403,-1.171182981502945,6
544,0.31,1,5,2,63.1,55.0,4.33,4.36,2.74,0.9931192660550459,-1.171182981502945,6
544,0.31,4,3,3,59.6,57.0,4.4,4.43,2.63,0.9932279909706547,-1.171182981502945,3
544,0.27,2,4,6,59.7,59.0,4.19,4.22,2.51,0.9928909952606637,-1.3093333199837622,3
544,0.31,3,1,5,62.1,58.0,4.3,4.33,2.68,0.9930715935334873,-1.171182981502945,6
544,0.31,1,5,2,63.1,57.0,4.28,4.31,2.71,0.9930394431554526,-1.171182981502945,6
544,0.31,4,5,2,62.7,54.0,4.35,4.36,2.73,0.9977064220183485,-1.171182981502945,6
544,0.31,1,5,2,63.4,55.0,4.29,4.32,2.73,0.9930555555555555,-1.171182981502945,6
544,0.27,2,5,6,60.0,58.0,4.21,4.22,2.53,0.9976303317535545,-1.3093333199837622,3
544,0.31,3,2,4,61.1,59.0,4.35,4.36,2.66,0.9977064220183485,-1.171182981502945,6
544,0.31,2,2,4,61.4,56.0,4.37,4.39,2.69,0.9954441913439637,-1.171182981502945,7
544,0.27,2,4,5,62.5,59.0,4.11,4.15,2.58,0.9903614457831326,-1.3093333199837622,6
544,0.31,1,5,2,63.5,57.0,4.28,4.32,2.73,0.9907407407407407,-1.171182981502945,6
544,0.31,4,3,3,61.7,57.0,4.33,4.36,2.68,0.9931192660550459,-1.171182981502945,6
544,0.31,3,5,2,62.6,60.0,4.31,4.35,2.71,0.9908045977011494,-1.171182981502945,6
544,0.31,3,3,3,61.7,59.0,4.31,4.34,2.67,0.9930875576036866,-1.171182981502945,6
544,0.31,1,3,3,63.1,58.0,4.3,4.35,2.73,0.9885057471264368,-1.171182981502945,6
544,0.31,3,1,5,62.1,58.0,4.33,4.37,2.7,0.9908466819221968,-1.171182981502945,6
544,0.31,1,5,2,63.3,55.0,4.33,4.36,2.75,0.9931192660550459,-1.171182981502945,6
544,0.31,4,2,4,61.7,57.0,4.34,4.38,2.69,0.9908675799086758,-1.171182981502945,6
544,0.31,2,1,5,62.2,57.0,4.34,4.37,2.71,0.9931350114416475,-1.171182981502945,6
544,0.31,1,5,2,63.6,57.0,4.28,4.3,2.73,0.9953488372093025,-1.171182981502945,6
544,0.31,4,3,3,62.3,56.0,4.29,4.34,2.69,0.988479262672811,-1.171182981502945,7
544,0.31,1,5,3,63.4,55.0,4.32,4.35,2.75,0.9931034482758622,-1.171182981502945,6
544,0.31,2,2,4,62.4,58.0,4.28,4.34,2.69,0.9861751152073733,-1.171182981502945,6
544,0.31,2,3,3,62.9,56.0,4.28,4.34,2.71,0.9861751152073733,-1.171182981502945,6
545,0.3,4,2,4,62.1,56.0,4.28,4.32,2.67,0.9907407407407407,-1.2039728043259361,7
545,0.3,4,3,3,61.8,54.0,4.34,4.37,2.69,0.9931350114416475,-1.2039728043259361,6
545,0.33,3,5,2,59.6,60.0,4.51,4.48,2.68,1.0066964285714284,-1.1086626245216111,3
545,0.3,4,3,2,62.0,55.0,4.28,4.3,2.66,0.9953488372093025,-1.2039728043259361,7
545,0.26,2,3,6,61.6,56.0,4.14,4.17,2.55,0.9928057553956834,-1.3470736479666092,7
545,0.26,4,3,5,62.0,56.0,4.12,4.15,2.56,0.9927710843373493,-1.3470736479666092,7
545,0.26,2,3,6,61.2,56.0,4.1,4.13,2.52,0.9927360774818401,-1.3470736479666092,7
545,0.3,4,3,3,62.6,58.0,4.25,4.28,2.67,0.9929906542056074,-1.2039728043259361,6
545,0.3,4,2,4,62.2,57.0,4.28,4.31,2.67,0.9930394431554526,-1.2039728043259361,6
545,0.35,2,2,3,59.8,62.0,4.57,4.63,2.75,0.9870410367170627,-1.0498221244986778,3
545,0.26,4,3,5,61.4,56.0,4.11,4.14,2.53,0.992753623188406,-1.3470736479666092,7
545,0.3,4,2,4,61.9,58.0,4.3,4.32,2.67,0.9953703703703702,-1.2039728043259361,6
545,0.3,4,3,3,62.0,54.0,4.33,4.35,2.69,0.9954022988505749,-1.2039728043259361,6
545,0.26,2,3,6,61.4,56.0,4.13,4.15,2.54,0.9951807228915661,-1.3470736479666092,7
545,0.26,4,2,6,62.2,55.0,4.09,4.11,2.55,0.9951338199513381,-1.3470736479666092,7
545,0.26,4,2,7,62.1,55.0,4.09,4.13,2.55,0.9903147699757869,-1.3470736479666092,7
545,0.3,4,2,4,62.4,55.0,4.32,4.34,2.7,0.9953917050691246,-1.2039728043259361,7
545,0.3,4,3,3,62.3,58.0,4.26,4.28,2.66,0.9953271028037383,-1.2039728043259361,6
545,0.3,4,3,3,61.2,55.0,4.35,4.38,2.67,0.9931506849315068,-1.2039728043259361,7
545,0.26,4,3,5,62.3,56.0,4.07,4.1,2.54,0.9926829268292684,-1.3470736479666092,7
545,0.3,4,2,4,61.4,57.0,4.31,4.32,2.65,0.997685185185185,-1.2039728043259361,6
546,0.26,3,6,4,60.0,56.0,4.18,4.15,2.5,1.0072289156626504,-1.3470736479666092,7
547,0.29,3,3,4,62.1,59.0,4.25,4.22,2.63,1.0071090047393365,-1.2378743560016174,6
547,0.31,4,5,2,61.5,55.0,4.39,4.42,2.71,0.9932126696832578,-1.171182981502945,7
547,0.3,4,6,2,61.0,58.0,4.32,4.33,2.64,0.9976905311778291,-1.2039728043259361,3
547,0.38,1,2,1,63.4,57.0,4.58,4.63,2.92,0.9892008639308856,-0.9675840262617056,6
547,0.26,2,4,6,59.0,61.0,4.17,4.2,2.47,0.9928571428571428,-1.3470736479666092,3
547,0.26,2,5,6,62.9,61.0,4.01,4.06,2.54,0.9876847290640395,-1.3470736479666092,6
547,0.32,4,2,2,61.9,54.0,4.39,4.43,2.73,0.9909706546275395,-1.1394342831883648,6
547,0.24,2,4,5,60.9,55.0,4.07,4.08,2.48,0.9975490196078431,-1.4271163556401458,7
547,0.26,2,5,5,64.3,57.0,3.99,4.03,2.58,0.9900744416873449,-1.3470736479666092,6
548,0.23,4,4,4,61.1,56.0,3.97,3.99,2.43,0.9949874686716792,-1.4696759700589417,7
548,0.25,2,5,5,62.2,58.0,4.03,4.11,2.53,0.9805352798053528,-1.3862943611198906,6
548,0.23,4,5,3,61.8,54.0,3.94,3.96,2.44,0.9949494949494949,-1.4696759700589417,6
548,0.32,4,1,5,61.2,56.0,4.41,4.45,2.71,0.9910112359550561,-1.1394342831883648,7
548,0.25,2,5,5,63.2,59.0,3.98,4.0,2.52,0.995,-1.3862943611198906,6
548,0.23,4,5,3,61.7,55.0,3.98,4.0,2.46,0.995,-1.4696759700589417,7
548,0.25,2,5,5,62.2,61.0,3.98,4.03,2.49,0.987593052109181,-1.3862943611198906,6
548,0.25,2,5,5,61.7,57.0,4.08,4.12,2.53,0.9902912621359223,-1.3862943611198906,6
548,0.32,2,3,3,59.9,59.0,4.46,4.48,2.67,0.9955357142857142,-1.1394342831883648,3
548,0.25,2,6,5,62.1,57.0,4.02,4.07,2.51,0.9877149877149876,-1.3862943611198906,6
548,0.25,2,5,6,62.6,57.0,3.98,4.01,2.5,0.9925187032418953,-1.3862943611198906,6
548,0.25,2,4,5,59.3,59.0,4.15,4.18,2.47,0.9928229665071772,-1.3862943611198906,3
548,0.25,1,6,5,57.5,61.0,4.16,4.19,2.4,0.9928400954653938,-1.3862943611198906,3
548,0.31,4,6,2,61.9,57.0,4.36,4.39,2.71,0.9931662870159454,-1.171182981502945,6
548,0.31,4,6,2,62.3,56.0,4.32,4.35,2.7,0.9931034482758622,-1.171182981502945,7
548,0.25,2,6,5,62.8,56.0,4.0,4.03,2.52,0.9925558312655086,-1.3862943611198906,6
548,0.25,2,4,7,59.4,62.0,4.12,4.13,2.45,0.9975786924939468,-1.3862943611198906,3
548,0.25,2,4,5,63.0,57.0,3.98,4.08,2.54,0.9754901960784313,-1.3862943611198906,6
548,0.25,2,4,6,64.2,58.0,3.96,4.01,2.56,0.9875311720698254,-1.3862943611198906,6
548,0.25,2,4,5,61.9,57.0,4.07,4.11,2.53,0.9902676399026764,-1.3862943611198906,6
548,0.25,2,5,5,62.2,57.0,4.02,4.12,2.53,0.9757281553398057,-1.3862943611198906,6
